,CustomerID,Total_Purchases,Total_Net_Revenue,Total_Sale_Qty,Total_Return_Qty,Avg_Order_Value,RecencyDays,Return_Rate,Net_Qty,Purchase_Frequency_Monthly,Customer_Value
3831,17550.0,3,267.16,86,0,89.05333333333334,196,0.0,86,0.4568527918781726,Positive
2200,15320.0,1,267.13,326,0,267.13,43,0.0,326,0.6818181818181819,Positive
2344,15517.0,1,267.03,293,0,267.03,232,0.0,293,0.12875536480686695,Positive
3038,16451.0,1,266.97,120,0,266.97,87,0.0,120,0.34090909090909094,Positive
4007,17786.0,2,266.85,195,0,133.425,84,0.0,195,0.7058823529411764,Positive
1859,14863.0,1,266.76,132,0,266.76,28,0.0,132,1.0344827586206897,Positive
1111,13837.0,2,266.59000000000003,182,0,133.29500000000002,211,0.0,182,0.2830188679245283,Positive
2046,15119.0,1,266.4,88,0,266.4,245,0.0,88,0.12195121951219513,Positive
480,12962.0,2,266.39,129,0,133.195,6,0.0,129,8.571428571428571,Positive
3893,17636.0,2,265.93,182,6,132.965,8,0.03296703296703297,176,6.666666666666667,Positive
1281,14068.0,1,265.85,73,0,265.85,319,0.0,73,0.09375,Positive
3743,17430.0,2,265.76,190,0,132.88,32,0.0,190,1.8181818181818181,Positive
1535,14423.0,1,265.2,120,0,265.2,217,0.0,120,0.13761467889908258,Positive
4140,17968.0,1,265.1,151,0,265.1,373,0.0,151,0.08021390374331551,Positive
1209,13973.0,1,264.7,109,0,264.7,286,0.0,109,0.10452961672473868,Positive
4237,18108.0,2,264.65,84,2,132.325,248,0.023809523809523808,82,0.24096385542168672,Positive
2641,15912.0,2,264.62,185,0,132.31,177,0.0,185,0.33707865168539325,Positive
3721,17403.0,1,263.92,111,0,263.92,35,0.0,111,0.8333333333333334,Positive
779,13369.0,2,263.75,149,22,131.875,353,0.1476510067114094,127,0.1694915254237288,Positive
3952,17708.0,2,263.33,90,0,131.665,187,0.0,90,0.3191489361702128,Positive
117,12492.0,2,263.21000000000004,192,0,131.60500000000002,62,0.0,192,0.9523809523809523,Positive
3575,17194.0,2,262.62,119,0,131.31,273,0.0,119,0.21897810218978103,Positive
3008,16413.0,1,262.2,148,0,262.2,56,0.0,148,0.5263157894736842,Positive
3394,16936.0,1,261.9,171,0,261.9,25,0.0,171,1.1538461538461537,Positive
646,13189.0,2,260.68,842,0,130.34,18,0.0,842,3.1578947368421053,Positive
1270,14053.0,2,260.25,215,0,130.125,123,0.0,215,0.48387096774193544,Positive
2065,15143.0,1,259.45,150,0,259.45,225,0.0,150,0.13274336283185842,Positive
1340,14149.0,3,259.43,218,89,86.47666666666667,212,0.40825688073394495,129,0.4225352112676057,Positive
2867,16217.0,4,259.39000000000004,91,15,64.84750000000001,234,0.16483516483516483,76,0.5106382978723405,Positive
597,13127.0,1,259.17,127,0,259.17,77,0.0,127,0.3846153846153846,Positive
1557,14452.0,2,259.05,116,0,129.525,10,0.0,116,5.454545454545455,Positive
2391,15577.0,3,258.88,89,0,86.29333333333334,150,0.0,89,0.5960264900662252,Positive
1898,14915.0,3,258.83,112,7,86.27666666666666,85,0.0625,105,1.0465116279069768,Positive
1483,14350.0,2,258.7,183,17,129.35,270,0.09289617486338798,166,0.22140221402214022,Positive
709,13277.0,4,258.4,176,0,64.6,15,0.0,176,7.5,Positive
2628,15894.0,2,258.25,164,0,129.125,252,0.0,164,0.23715415019762845,Positive
671,13227.0,1,257.7,99,0,257.7,201,0.0,99,0.1485148514851485,Positive
1959,15014.0,2,257.67,149,0,128.835,42,0.0,149,1.3953488372093024,Positive
957,13626.0,1,257.23,209,0,257.23,252,0.0,209,0.11857707509881422,Positive
68,12430.0,1,256.4,117,0,256.4,42,0.0,117,0.6976744186046512,Positive
1086,13806.0,1,256.38,56,0,256.38,63,0.0,56,0.46875,Positive
4087,17896.0,1,256.32,288,0,256.32,22,0.0,288,1.3043478260869565,Positive
3235,16727.0,1,256.32,167,0,256.32,363,0.0,167,0.08241758241758242,Positive
3708,17385.0,1,256.11,197,0,256.11,14,0.0,197,2.0,Positive
3034,16447.0,1,255.91,221,0,255.91,135,0.0,221,0.22058823529411764,Positive
1788,14761.0,2,255.9,118,0,127.95,58,0.0,118,1.0169491525423728,Positive
2170,15277.0,1,255.89999999999998,205,0,255.89999999999998,46,0.0,205,0.6382978723404256,Positive
1871,14881.0,1,255.4,316,0,255.4,19,0.0,316,1.5,Positive
2873,16226.0,3,255.12,192,0,85.04,202,0.0,192,0.4433497536945813,Positive
2156,15261.0,1,254.82,270,0,254.82,134,0.0,270,0.2222222222222222,Positive
593,13121.0,2,254.73,252,25,127.365,268,0.0992063492063492,227,0.22304832713754646,Positive
211,12604.0,2,254.18,201,0,127.09,78,0.0,201,0.759493670886076,Positive
1791,14765.0,3,254.11,135,0,84.70333333333333,28,0.0,135,3.103448275862069,Positive
2476,15689.0,2,254.1,84,0,127.05,119,0.0,84,0.5,Positive
384,12829.0,3,253.05,376,1,84.35000000000001,321,0.0026595744680851063,375,0.27950310559006214,Positive
2531,15759.0,3,253.04,60,0,84.34666666666666,217,0.0,60,0.41284403669724773,Positive
1963,15019.0,1,252.81,150,0,252.81,266,0.0,150,0.11235955056179775,Positive
1977,15035.0,1,252.73000000000002,245,0,252.73000000000002,89,0.0,245,0.3333333333333333,Positive
801,13404.0,2,252.49,111,0,126.245,0,0.0,111,60.0,Positive
2218,15346.0,1,252.42000000000002,144,0,252.42000000000002,332,0.0,144,0.0900900900900901,Positive
972,13645.0,1,252.1,158,0,252.1,119,0.0,158,0.25,Positive
1018,13711.0,2,252.06,140,0,126.03,218,0.0,140,0.273972602739726,Positive
3322,16836.0,2,251.87,165,0,125.935,39,0.0,165,1.5,Positive
3547,17155.0,2,251.70000000000002,242,0,125.85000000000001,17,0.0,242,3.3333333333333335,Positive
3421,16976.0,1,251.51999999999998,88,0,251.51999999999998,266,0.0,88,0.11235955056179775,Positive
880,13512.0,1,251.21,143,0,251.21,260,0.0,143,0.1149425287356322,Positive
2718,16024.0,1,251.03,397,0,251.03,11,0.0,397,2.5,Positive
1790,14764.0,2,250.55,190,15,125.275,43,0.07894736842105263,175,1.3636363636363638,Positive
655,13207.0,2,250.26000000000002,130,0,125.13000000000001,14,0.0,130,4.0,Positive
3139,16596.0,2,250.15,97,0,125.075,15,0.0,97,3.75,Positive
3648,17303.0,1,250.04,144,0,250.04,360,0.0,144,0.08310249307479224,Positive
2338,15510.0,1,250.0,2,0,250.0,330,0.0,2,0.09063444108761329,Positive
3763,17456.0,1,249.86,222,0,249.86,364,0.0,222,0.08219178082191782,Positive
3572,17190.0,3,249.74,161,1,83.24666666666667,58,0.006211180124223602,160,1.5254237288135595,Positive
549,13061.0,1,248.61,107,0,248.61,71,0.0,107,0.4166666666666667,Positive
3080,16510.0,1,248.1,92,0,248.1,371,0.0,92,0.08064516129032258,Positive
2026,15097.0,1,248.08,170,0,248.08,3,0.0,170,7.5,Positive
937,13592.0,4,247.95999999999998,84,0,61.989999999999995,35,0.0,84,3.3333333333333335,Positive
2035,15107.0,8,247.66,170,8,30.9575,310,0.047058823529411764,162,0.7717041800643086,Positive
763,13349.0,1,247.32,225,0,247.32,10,0.0,225,2.7272727272727275,Positive
1712,14658.0,2,247.15,47,0,123.575,4,0.0,47,12.0,Positive
2546,15783.0,1,246.3,212,0,246.3,10,0.0,212,2.7272727272727275,Positive
3631,17278.0,1,246.04,179,0,246.04,240,0.0,179,0.12448132780082988,Positive
440,12908.0,4,246.0,1200,1200,61.5,58,1.0,0,2.0338983050847457,Positive
3278,16778.0,2,245.94,194,0,122.97,73,0.0,194,0.8108108108108107,Positive
3998,17771.0,2,245.81,287,0,122.905,56,0.0,287,1.0526315789473684,Positive
260,12660.0,1,245.1,127,0,245.1,10,0.0,127,2.7272727272727275,Positive
2045,15118.0,1,244.8,1440,0,244.8,133,0.0,1440,0.22388059701492538,Positive
3093,16528.0,1,244.41,171,0,244.41,3,0.0,171,7.5,Positive
4083,17892.0,3,244.1,109,0,81.36666666666666,55,0.0,109,1.6071428571428572,Positive
4107,17925.0,1,244.08,72,0,244.08,372,0.0,72,0.08042895442359249,Positive
580,13103.0,1,243.94,82,0,243.94,39,0.0,82,0.75,Positive
3289,16793.0,1,243.84,146,0,243.84,56,0.0,146,0.5263157894736842,Positive
2735,16048.0,3,243.69000000000003,144,1,81.23,85,0.006944444444444444,143,1.0465116279069768,Positive
1149,13886.0,1,243.56,126,0,243.56,70,0.0,126,0.4225352112676056,Positive
2433,15634.0,1,243.55,99,0,243.55,16,0.0,99,1.7647058823529411,Positive
3670,17339.0,2,243.36,152,0,121.68,93,0.0,152,0.6382978723404256,Positive
3143,16601.0,1,242.7,133,0,242.7,40,0.0,133,0.7317073170731707,Positive
2865,16215.0,1,242.35,104,0,242.35,80,0.0,104,0.37037037037037035,Positive
4168,18009.0,2,242.29,125,2,121.145,234,0.016,123,0.25531914893617025,Positive
2943,16330.0,4,242.21,147,2,60.5525,17,0.013605442176870748,145,6.666666666666667,Positive
2541,15776.0,1,241.62,138,0,241.62,132,0.0,138,0.22556390977443608,Positive
1612,14523.0,1,241.09,251,0,241.09,107,0.0,251,0.2777777777777778,Positive
3019,16427.0,2,241.06,156,0,120.53,262,0.0,156,0.22813688212927755,Positive
3476,17051.0,1,240.89000000000001,179,0,240.89000000000001,193,0.0,179,0.15463917525773196,Positive
2174,15286.0,1,240.55,55,0,240.55,49,0.0,55,0.6,Positive
917,13565.0,2,240.22,172,0,120.11,18,0.0,172,3.1578947368421053,Positive
3620,17256.0,2,240.0,141,0,120.0,106,0.0,141,0.5607476635514018,Positive
3566,17181.0,2,239.92000000000002,241,0,119.96000000000001,56,0.0,241,1.0526315789473684,Positive
2477,15690.0,2,239.76,408,0,119.88,3,0.0,408,15.0,Positive
921,13570.0,1,239.49,161,0,239.49,242,0.0,161,0.1234567901234568,Positive
3932,17684.0,1,239.41,145,0,239.41,43,0.0,145,0.6818181818181819,Positive
3258,16756.0,1,239.4,106,0,239.4,214,0.0,106,0.13953488372093023,Positive
4360,18270.0,3,238.95000000000002,101,4,79.65,37,0.039603960396039604,97,2.368421052631579,Positive
173,12561.0,1,238.85,177,0,238.85,302,0.0,177,0.09900990099009901,Positive
306,12718.0,1,238.25,203,0,238.25,70,0.0,203,0.4225352112676056,Positive
4069,17877.0,1,237.61,98,0,237.61,169,0.0,98,0.1764705882352941,Positive
2301,15457.0,1,237.07,132,0,237.07,261,0.0,132,0.11450381679389314,Positive
4179,18024.0,3,236.77999999999997,184,36,78.92666666666666,152,0.1956521739130435,148,0.5882352941176471,Positive
319,12732.0,1,236.26000000000002,111,0,236.26000000000002,179,0.0,111,0.16666666666666666,Positive
2720,16026.0,1,236.09,243,0,236.09,42,0.0,243,0.6976744186046512,Positive
1704,14647.0,1,236.04000000000002,91,0,236.04000000000002,200,0.0,91,0.14925373134328357,Positive
644,13187.0,1,236.02,95,0,236.02,336,0.0,95,0.08902077151335312,Positive
2406,15598.0,3,235.68,160,4,78.56,34,0.025,156,2.571428571428571,Positive
1499,14375.0,1,235.56,184,0,235.56,184,0.0,184,0.16216216216216214,Positive
2598,15850.0,2,234.88,298,0,117.44,18,0.0,298,3.1578947368421053,Positive
2304,15462.0,3,234.6,172,0,78.2,93,0.0,172,0.9574468085106383,Positive
1571,14473.0,2,234.34000000000003,88,0,117.17000000000002,73,0.0,88,0.8108108108108107,Positive
3482,17060.0,1,234.24,216,0,234.24,265,0.0,216,0.11278195488721804,Positive
3413,16961.0,1,234.17,125,0,234.17,115,0.0,125,0.25862068965517243,Positive
323,12736.0,1,234.0,173,0,234.0,332,0.0,173,0.0900900900900901,Positive
762,13348.0,1,233.76,136,0,233.76,63,0.0,136,0.46875,Positive
3129,16583.0,1,233.45,111,0,233.45,373,0.0,111,0.08021390374331551,Positive
994,13678.0,1,232.6,924,0,232.6,151,0.0,924,0.19736842105263158,Positive
4315,18213.0,1,232.48000000000002,232,0,232.48000000000002,236,0.0,232,0.12658227848101264,Positive
2786,16117.0,1,232.21,130,0,232.21,189,0.0,130,0.15789473684210528,Positive
3420,16971.0,2,232.20999999999998,72,1,116.10499999999999,2,0.013888888888888888,71,20.0,Positive
2153,15257.0,2,232.14999999999998,46,1,116.07499999999999,280,0.021739130434782608,45,0.21352313167259784,Positive
4096,17908.0,1,232.03,169,0,232.03,373,0.0,169,0.08021390374331551,Positive
1947,14995.0,2,231.98000000000002,102,0,115.99000000000001,38,0.0,102,1.5384615384615383,Positive
2252,15393.0,2,231.86,150,0,115.93,15,0.0,150,3.75,Positive
3519,17111.0,1,231.61,282,0,231.61,46,0.0,282,0.6382978723404256,Positive
3171,16641.0,1,231.10000000000002,256,0,231.10000000000002,105,0.0,256,0.2830188679245283,Positive
2936,16321.0,7,230.70000000000002,135,57,32.95714285714286,71,0.4222222222222222,78,2.916666666666667,Positive
3032,16445.0,1,230.51,111,0,230.51,33,0.0,111,0.8823529411764706,Positive
3529,17125.0,1,230.5,281,0,230.5,49,0.0,281,0.6,Positive
1073,13786.0,1,230.39999999999998,136,0,230.39999999999998,366,0.0,136,0.08174386920980926,Positive
3385,16926.0,1,230.25,35,0,230.25,370,0.0,35,0.08086253369272237,Positive
1202,13960.0,2,230.22,142,0,115.11,20,0.0,142,2.857142857142857,Positive
1456,14311.0,2,229.71,146,21,114.855,224,0.14383561643835616,125,0.26666666666666666,Positive
370,12812.0,1,229.64000000000001,164,0,229.64000000000001,44,0.0,164,0.6666666666666666,Positive
2354,15528.0,1,229.33,123,0,229.33,253,0.0,123,0.11811023622047244,Positive
3677,17347.0,1,228.96,216,0,228.96,85,0.0,216,0.3488372093023256,Positive
613,13146.0,1,228.91,154,0,228.91,25,0.0,154,1.1538461538461537,Positive
1019,13712.0,1,228.84,352,0,228.84,246,0.0,352,0.12145748987854252,Positive
557,13070.0,1,228.8,110,0,228.8,191,0.0,110,0.15625,Positive
4141,17969.0,2,228.2,152,0,114.1,165,0.0,152,0.3614457831325301,Positive
3092,16527.0,1,228.06,106,0,228.06,80,0.0,106,0.37037037037037035,Positive
1649,14569.0,1,227.39,79,0,227.39,0,0.0,79,30.0,Positive
3584,17212.0,1,226.85,147,0,226.85,252,0.0,147,0.11857707509881422,Positive
847,13474.0,1,226.84,129,0,226.84,235,0.0,129,0.1271186440677966,Positive
3847,17572.0,4,226.75000000000003,95,0,56.68750000000001,70,0.0,95,1.6901408450704225,Positive
4165,18005.0,2,226.47,86,0,113.235,3,0.0,86,15.0,Positive
4056,17860.0,1,226.45000000000002,93,0,226.45000000000002,368,0.0,93,0.08130081300813008,Positive
2930,16315.0,1,226.37,75,0,226.37,330,0.0,75,0.09063444108761329,Positive
4010,17789.0,1,225.9,74,0,225.9,280,0.0,74,0.10676156583629892,Positive
269,12672.0,1,225.89999999999998,78,0,225.89999999999998,329,0.0,78,0.09090909090909091,Positive
1685,14624.0,2,225.85,162,0,112.925,56,0.0,162,1.0526315789473684,Positive
44,12402.0,1,225.6,94,0,225.6,322,0.0,94,0.09287925696594426,Positive
1269,14052.0,1,225.36,89,0,225.36,19,0.0,89,1.5,Positive
2319,15483.0,4,225.26,291,0,56.315,160,0.0,291,0.7453416149068324,Positive
3132,16587.0,1,225.15,71,0,225.15,231,0.0,71,0.12931034482758622,Positive
1490,14357.0,1,225.12,147,0,225.12,42,0.0,147,0.6976744186046512,Positive
3558,17171.0,1,224.91,185,0,224.91,288,0.0,185,0.10380622837370243,Positive
2075,15154.0,2,224.73,89,4,112.365,73,0.0449438202247191,85,0.8108108108108107,Positive
2089,15175.0,1,224.14,454,0,224.14,71,0.0,454,0.4166666666666667,Positive
3053,16471.0,1,223.95000000000002,141,0,223.95000000000002,274,0.0,141,0.1090909090909091,Positive
3255,16753.0,1,223.92000000000002,189,0,223.92000000000002,57,0.0,189,0.5172413793103449,Positive
1905,14929.0,1,223.88,136,0,223.88,31,0.0,136,0.9375,Positive
1174,13926.0,1,223.85000000000002,104,0,223.85000000000002,22,0.0,104,1.3043478260869565,Positive
3820,17534.0,1,223.36,103,0,223.36,53,0.0,103,0.5555555555555556,Positive
2435,15637.0,1,223.36,128,0,223.36,52,0.0,128,0.5660377358490566,Positive
787,13382.0,1,222.99,131,0,222.99,280,0.0,131,0.10676156583629892,Positive
3277,16777.0,2,222.62,62,0,111.31,79,0.0,62,0.75,Positive
4232,18101.0,2,222.4,87,0,111.2,10,0.0,87,5.454545454545455,Positive
1670,14598.0,1,221.97,189,0,221.97,43,0.0,189,0.6818181818181819,Positive
1925,14960.0,2,221.27,221,0,110.635,7,0.0,221,7.5,Positive
810,13419.0,1,221.06,275,0,221.06,63,0.0,275,0.46875,Positive
4181,18030.0,3,220.7,67,1,73.56666666666666,3,0.014925373134328358,66,22.5,Positive
3061,16482.0,1,220.62,346,0,220.62,15,0.0,346,1.875,Positive
562,13079.0,5,220.10000000000002,62,0,44.02,3,0.0,62,37.5,Positive
4242,18114.0,1,220.1,55,0,220.1,289,0.0,55,0.10344827586206898,Positive
943,13600.0,1,219.52,324,0,219.52,311,0.0,324,0.09615384615384615,Positive
2025,15096.0,1,219.39000000000001,120,0,219.39000000000001,42,0.0,120,0.6976744186046512,Positive
292,12702.0,1,219.0,53,0,219.0,19,0.0,53,1.5,Positive
1377,14205.0,4,218.78,204,105,54.695,10,0.5147058823529411,99,10.90909090909091,Positive
2551,15790.0,1,218.75,113,0,218.75,9,0.0,113,3.0,Positive
989,13669.0,2,218.55,237,0,109.275,50,0.0,237,1.1764705882352942,Positive
183,12574.0,1,218.45,61,0,218.45,315,0.0,61,0.0949367088607595,Positive
1650,14570.0,2,218.06,95,0,109.03,280,0.0,95,0.21352313167259784,Positive
3167,16634.0,2,217.9,82,0,108.95,222,0.0,82,0.26905829596412556,Positive
2991,16392.0,1,217.89,201,0,217.89,269,0.0,201,0.1111111111111111,Positive
2374,15554.0,1,217.2,74,0,217.2,277,0.0,74,0.1079136690647482,Positive
1039,13739.0,1,216.9,54,0,216.9,17,0.0,54,1.6666666666666667,Positive
872,13503.0,1,216.85,248,0,216.85,70,0.0,248,0.4225352112676056,Positive
435,12897.0,2,216.5,110,0,108.25,204,0.0,110,0.29268292682926833,Positive
2411,15604.0,1,216.39,159,0,216.39,51,0.0,159,0.5769230769230769,Positive
3748,17436.0,2,216.29999999999998,90,0,108.14999999999999,1,0.0,90,30.0,Positive
1306,14104.0,2,216.20999999999998,72,0,108.10499999999999,154,0.0,72,0.3870967741935484,Positive
1125,13858.0,1,216.17,75,0,216.17,56,0.0,75,0.5263157894736842,Positive
4314,18212.0,1,216.07,92,0,216.07,325,0.0,92,0.09202453987730061,Positive
2835,16179.0,1,215.83,99,0,215.83,60,0.0,99,0.49180327868852464,Positive
3853,17580.0,3,215.72,88,0,71.90666666666667,252,0.0,88,0.3557312252964427,Positive
2845,16189.0,2,215.48,134,0,107.74,15,0.0,134,3.75,Positive
2846,16190.0,1,215.08,88,0,215.08,39,0.0,88,0.75,Positive
3087,16519.0,2,215.07999999999998,54,0,107.53999999999999,24,0.0,54,2.4,Positive
386,12831.0,1,215.05,135,0,215.05,261,0.0,135,0.11450381679389314,Positive
196,12588.0,1,214.89999999999998,53,0,214.89999999999998,38,0.0,53,0.7692307692307692,Positive
2947,16338.0,1,214.79999999999998,94,0,214.79999999999998,156,0.0,94,0.19108280254777069,Positive
3881,17619.0,1,214.37,124,0,214.37,311,0.0,124,0.09615384615384615,Positive
3329,16846.0,1,214.32,135,0,214.32,49,0.0,135,0.6,Positive
2303,15460.0,1,214.26,107,0,214.26,353,0.0,107,0.0847457627118644,Positive
1810,14793.0,2,214.14,91,3,107.07,3,0.03296703296703297,88,15.0,Positive
3175,16647.0,2,214.06,146,0,107.03,169,0.0,146,0.3529411764705882,Positive
1672,14601.0,1,213.96,168,0,213.96,10,0.0,168,2.7272727272727275,Positive
955,13621.0,1,213.85,343,0,213.85,116,0.0,343,0.25641025641025644,Positive
3545,17153.0,1,213.78,104,0,213.78,23,0.0,104,1.25,Positive
1409,14241.0,1,213.70000000000002,146,0,213.70000000000002,183,0.0,146,0.16304347826086957,Positive
805,13411.0,1,213.55,72,0,213.55,106,0.0,72,0.2803738317757009,Positive
3134,16591.0,1,213.5,41,0,213.5,68,0.0,41,0.4347826086956522,Positive
2363,15540.0,1,213.3,200,0,213.3,10,0.0,200,2.7272727272727275,Positive
3362,16897.0,3,213.03,73,15,71.01,298,0.2054794520547945,58,0.3010033444816054,Positive
4302,18193.0,3,212.96,124,4,70.98666666666666,150,0.03225806451612903,120,0.5960264900662252,Positive
2922,16302.0,2,212.82,158,24,106.41,107,0.1518987341772152,134,0.5555555555555556,Positive
4109,17928.0,2,212.54,140,0,106.27,44,0.0,140,1.3333333333333333,Positive
2503,15724.0,3,212.3,73,1,70.76666666666667,200,0.0136986301369863,72,0.44776119402985076,Positive
2612,15866.0,1,211.89,124,0,211.89,100,0.0,124,0.297029702970297,Positive
2712,16017.0,1,211.88,102,0,211.88,46,0.0,102,0.6382978723404256,Positive
3006,16411.0,2,211.7,131,0,105.85,18,0.0,131,3.1578947368421053,Positive
2486,15703.0,1,211.5,66,0,211.5,264,0.0,66,0.11320754716981131,Positive
2963,16356.0,4,210.32000000000002,93,1,52.580000000000005,197,0.010752688172043012,92,0.6060606060606061,Positive
897,13532.0,1,210.31,129,0,210.31,33,0.0,129,0.8823529411764706,Positive
1105,13828.0,1,209.49,311,0,209.49,21,0.0,311,1.3636363636363638,Positive
4051,17855.0,1,208.97,197,0,208.97,372,0.0,197,0.08042895442359249,Positive
2205,15327.0,1,208.75,116,0,208.75,52,0.0,116,0.5660377358490566,Positive
3804,17514.0,1,208.65,135,0,208.65,127,0.0,135,0.234375,Positive
3207,16690.0,3,208.63,138,1,69.54333333333334,43,0.007246376811594203,137,2.0454545454545454,Positive
2630,15897.0,2,208.59,223,0,104.295,193,0.0,223,0.30927835051546393,Positive
3042,16457.0,1,208.36,140,0,208.36,217,0.0,140,0.13761467889908258,Positive
162,12547.0,2,207.79999999999998,134,0,103.89999999999999,197,0.0,134,0.30303030303030304,Positive
4300,18191.0,1,207.79999999999998,140,0,207.79999999999998,261,0.0,140,0.11450381679389314,Positive
3342,16866.0,3,207.73999999999998,60,0,69.24666666666666,140,0.0,60,0.6382978723404255,Positive
1992,15052.0,1,207.73000000000002,79,0,207.73000000000002,318,0.0,79,0.09404388714733543,Positive
2938,16323.0,1,207.50000000000003,50,0,207.50000000000003,195,0.0,50,0.15306122448979592,Positive
4105,17923.0,1,207.50000000000003,50,0,207.50000000000003,281,0.0,50,0.10638297872340426,Positive
3254,16752.0,1,207.5,54,0,207.5,372,0.0,54,0.08042895442359249,Positive
577,13099.0,1,207.35999999999999,288,0,207.35999999999999,98,0.0,288,0.30303030303030304,Positive
2650,15925.0,1,207.15,93,0,207.15,193,0.0,93,0.15463917525773196,Positive
2575,15820.0,1,206.98,128,0,206.98,319,0.0,128,0.09375,Positive
1929,14964.0,1,206.21,143,0,206.21,246,0.0,143,0.12145748987854252,Positive
552,13065.0,1,205.86,74,0,205.86,372,0.0,74,0.08042895442359249,Positive
3920,17670.0,1,205.7,110,0,205.7,227,0.0,110,0.13157894736842105,Positive
4043,17843.0,1,205.48,113,0,205.48,302,0.0,113,0.09900990099009901,Positive
2190,15307.0,1,205.3,37,0,205.3,95,0.0,37,0.3125,Positive
2530,15758.0,1,205.25,47,0,205.25,24,0.0,47,1.2,Positive
881,13513.0,1,205.1,109,0,205.1,126,0.0,109,0.23622047244094488,Positive
2199,15319.0,1,204.5,175,0,204.5,283,0.0,175,0.1056338028169014,Positive
3156,16619.0,2,204.41,133,4,102.205,253,0.03007518796992481,129,0.23622047244094488,Positive
3582,17206.0,1,204.24,76,0,204.24,52,0.0,76,0.5660377358490566,Positive
4362,18273.0,3,204.0,80,0,68.0,1,0.0,80,45.0,Positive
520,13017.0,1,204.0,48,0,204.0,6,0.0,48,4.285714285714286,Positive
3569,17187.0,1,203.95,144,0,203.95,226,0.0,144,0.13215859030837004,Positive
3715,17394.0,1,203.86999999999998,241,0,203.86999999999998,218,0.0,241,0.136986301369863,Positive
4082,17891.0,1,203.85999999999999,393,0,203.85999999999999,161,0.0,393,0.18518518518518517,Positive
3701,17376.0,2,203.2,86,0,101.6,70,0.0,86,0.8450704225352113,Positive
1502,14381.0,1,202.68,146,0,202.68,51,0.0,146,0.5769230769230769,Positive
4282,18169.0,1,202.65,61,0,202.65,60,0.0,61,0.49180327868852464,Positive
1943,14984.0,2,202.37,58,0,101.185,18,0.0,58,3.1578947368421053,Positive
3361,16895.0,1,202.27,91,0,202.27,64,0.0,91,0.46153846153846156,Positive
1505,14385.0,3,202.11,159,0,67.37,8,0.0,159,10.0,Positive
817,13428.0,1,201.78,151,0,201.78,9,0.0,151,3.0,Positive
2219,15347.0,1,201.60000000000002,130,0,201.60000000000002,365,0.0,130,0.0819672131147541,Positive
4080,17889.0,2,201.37,77,0,100.685,211,0.0,77,0.2830188679245283,Positive
3415,16965.0,1,201.19,291,0,201.19,226,0.0,291,0.13215859030837004,Positive
1126,13859.0,1,201.16,129,0,201.16,325,0.0,129,0.09202453987730061,Positive
4252,18126.0,1,200.92000000000002,135,0,200.92000000000002,60,0.0,135,0.49180327868852464,Positive
503,12995.0,2,200.72,108,10,100.36,77,0.09259259259259259,98,0.7692307692307692,Positive
697,13262.0,1,200.29,125,0,200.29,262,0.0,125,0.11406844106463877,Positive
3010,16415.0,1,200.27,178,0,200.27,43,0.0,178,0.6818181818181819,Positive
2286,15437.0,1,200.16,79,0,200.16,261,0.0,79,0.11450381679389314,Positive
1215,13980.0,1,200.14,172,0,200.14,59,0.0,172,0.5,Positive
1803,14782.0,1,200.10000000000002,114,0,200.10000000000002,319,0.0,114,0.09375,Positive
1028,13723.0,1,199.85000000000002,43,0,199.85000000000002,216,0.0,43,0.1382488479262673,Positive
2402,15593.0,1,199.8,60,0,199.8,70,0.0,60,0.4225352112676056,Positive
743,13322.0,1,199.48000000000002,117,0,199.48000000000002,16,0.0,117,1.7647058823529411,Positive
3318,16832.0,3,199.15,33,0,66.38333333333334,183,0.0,33,0.48913043478260865,Positive
4155,17987.0,1,198.57,261,0,198.57,184,0.0,261,0.16216216216216214,Positive
720,13295.0,2,197.95000000000002,82,1,98.97500000000001,359,0.012195121951219513,81,0.16666666666666666,Positive
2834,16178.0,1,197.9,94,0,197.9,137,0.0,94,0.2173913043478261,Positive
85,12450.0,2,197.88,128,0,98.94,155,0.0,128,0.3846153846153846,Positive
189,12581.0,1,197.71,161,0,197.71,39,0.0,161,0.75,Positive
1365,14185.0,1,197.65,6,0,197.65,330,0.0,6,0.09063444108761329,Positive
1807,14789.0,1,197.64,116,0,197.64,28,0.0,116,1.0344827586206897,Positive
3316,16829.0,1,197.22,99,0,197.22,156,0.0,99,0.19108280254777069,Positive
1451,14304.0,2,197.1,139,85,98.55,222,0.6115107913669064,54,0.26905829596412556,Positive
2133,15234.0,1,197.0,196,0,197.0,276,0.0,196,0.10830324909747294,Positive
823,13436.0,1,196.89,76,0,196.89,1,0.0,76,15.0,Positive
1213,13978.0,2,196.79000000000002,315,0,98.39500000000001,14,0.0,315,4.0,Positive
715,13284.0,2,196.15,91,12,98.075,322,0.13186813186813187,79,0.18575851393188852,Positive
2781,16112.0,4,195.73999999999998,574,0,48.934999999999995,142,0.0,574,0.8391608391608392,Positive
1077,13792.0,2,195.55,92,0,97.775,65,0.0,92,0.9090909090909091,Positive
1719,14666.0,1,195.25,161,0,195.25,23,0.0,161,1.25,Positive
2419,15612.0,2,195.15,52,0,97.575,35,0.0,52,1.6666666666666667,Positive
3777,17475.0,1,194.37,178,0,194.37,78,0.0,178,0.379746835443038,Positive
364,12797.0,3,194.18,118,39,64.72666666666667,359,0.3305084745762712,79,0.25,Positive
